Index,Description,attacker,data-plane-detection,detail_param,duration,end_time,event_type,example_prefix,hijack_as_percent,level,level_reason,prefix_list,prefix_num,start_time,victim
642,Victim:US/AS 834 (IPXO)<br> Attacker:GB/AS 214579 (ORG-HN98-RIPE),214579,No Result,[object Object],500410,1762971584250,Possible Hijack,45.145.241.0/24,6.94,low,,45.145.241.0/24,1,1762971083840,834
643,Victim:BR/AS 61945 (Unknown)<br> Attacker:BR/AS 264927 (Unknown),264927,Low Possibility,[object Object],17162850,1761579311830,Possible Hijack,201.159.89.0/24,8.97,middle,61945 is Cloud|IDC|CDN or top content provider.,201.159.89.0/24,1,1761562148980,61945
644,Victim:AU/AS 149026 (EMUTELPTYLTD-AS-AP)<br> Attacker:US/AS 398343 (BAXET-GROUP),398343,No Result,[object Object],86789380,1765708199850,Possible Hijack,203.32.22.0/24,11.27,middle,3 websites in the prefix.,203.32.22.0/24;203.32.22.0/24,2,1765621410470,149026
645,Victim:US/AS 396356 (LATITUDE-SH)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],87301910,1764972952970,Possible Hijack,212.46.33.0/24,88.89,high,14 websites in the prefix.,212.46.33.0/24,1,1764885651060,396356
646,Victim:US/AS 18747 (IFX18747)<br> Attacker:AR/AS 267681 (),267681,Not Hijacking,[object Object],1232270,1764193077040,Possible Hijack,45.162.169.0/24,91.57,high,43 websites in the prefix.,45.162.169.0/24;45.162.168.0/24,2,1764191844770,18747
647,Victim:US/AS 2386 (INS-AS)<br> Attacker:/AS 13342 (),13342,Low Possibility,[object Object],103691970,1760729701820,Possible Hijack,12.195.180.0/23,96,middle,3 websites in the prefix.,12.195.180.0/23;208.61.241.0/24;68.156.127.0/24;74.174.130.0/24;74.254.206.0/23;74.174.131.0/24;74.254.196.0/23;209.215.71.0/24;70.151.33.0/24;70.159.12.0/23;72.159.38.0/23;208.61.241.0/24;70.159.12.0/23;70.151.33.0/24;72.159.38.0/23;12.195.180.0/23;209.215.186.0/23;209.215.71.0/24;74.254.206.0/23;74.174.131.0/24;74.174.130.0/24;12.195.181.0/24;12.195.180.0/24;216.77.68.0/24;74.254.204.0/23;68.156.127.0/24;74.254.196.0/23;74.174.130.0/24;74.174.131.0/24;74.254.206.0/23,30,1760626009850,2386
648,Victim:VE/AS 273870 ()<br> Attacker:US/AS 21859 (ZEN-ECN),21859,High Possibility,[object Object],96414880,1764701676360,Possible Hijack,45.192.245.0/24,27.47,middle,1 websites in the prefix.,45.192.245.0/24,1,1764605261480,273870
649,Victim:GB/AS 42831 (UKSERVERS-AS)<br> Attacker:US/AS 20326 (TERASWITCH),20326,Not Hijacking,[object Object],150140,1763164487100,Possible Hijack,37.202.193.0/24,5.63,middle,42831 is Cloud|IDC|CDN or top content provider.,37.202.193.0/24,1,1763164336960,42831
650,Victim:JP/AS 37893 (TRADEWEB-TKO)<br> Attacker:US/AS 10584 (TRADEWEB),10584,Low Possibility,[object Object],1242048750,1763197494000,Possible Hijack,202.6.119.0/24,88.75,low,,202.6.119.0/24;202.6.119.0/24;202.6.119.0/24,3,1761955445250,37893
651,Victim:US/AS 44382 (FIBA)<br> Attacker:NL/AS 214668 (AXUSHOST),214668,Low Possibility,[object Object],5686440,1764355057330,Possible Hijack,185.222.160.0/24,87.8,low,,185.222.160.0/24,1,1764349370890,44382
652,Victim:US/AS 834 (IPXO)<br> Attacker:GB/AS 214654 (DEADLINE),214654,Not done,[object Object],66670910,1761195188260,Possible Hijack,82.152.102.0/24,93.75,low,,82.152.102.0/24,1,1761128517350,834
653,Victim:SC/AS 328543 (sun-asn)<br> Attacker:HK/AS 134196 (ANYUN-INTERNET-TECHNOLOGY-HK-CO-LIMITED),134196,Not done,[object Object],268280,1758997378410,Possible Hijack,2a0c:9380::/29,12.07,middle,328543 is Cloud|IDC|CDN or top content provider.,2a0c:9380::/29,1,1758997110130,328543
654,Victim:GB/AS 216047 (XDPCLOUD-NET)<br> Attacker:US/AS 36680 (NETIFACELLC),36680,Not Hijacking,[object Object],2669000,1758870436000,Possible Hijack,156.246.65.0/24,83.33,high,6 websites in the prefix.,156.246.65.0/24;156.246.69.0/24;156.246.64.0/24;156.246.70.0/24;156.246.67.0/24;156.246.66.0/24;156.246.66.0/24;156.246.69.0/24;156.246.65.0/24;156.246.70.0/24;156.246.64.0/24;156.246.67.0/24;45.204.61.0/24;45.204.62.0/24;45.204.60.0/24,15,1758867767000,216047
655,Victim:/AS 207549 (TheFinnaCompany)<br> Attacker:US/AS 16509 (AMAZON-02),16509,High Possibility,[object Object],25247760,1765754794360,Possible Hijack,45.92.40.0/24,95.05,low,,45.92.40.0/24,1,1765729546600,207549
656,Victim:CA/AS 203160 (OPENTEXT-AS-EU)<br> Attacker:US/AS 7762 (OPENTEXT),7762,Not done,[object Object],280290,1759916158860,Possible Hijack,140.236.89.0/24,57.95,low,,140.236.89.0/24,1,1759915878570,203160
657,Victim:UA/AS 209630 (KREDIT-AS)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],141451400,1766636300140,Possible Hijack,109.121.42.0/24,95.33,low,,109.121.42.0/24,1,1766494848740,209630
658,Victim:RU/AS 5431 (FG-CORE)<br> Attacker:GB/AS 215590 (DPKGSOFT-AS),215590,Low Possibility,[object Object],433840590,1759846904330,Possible Hijack,147.45.67.0/24,30.93,low,,147.45.67.0/24;147.45.67.0/24,2,1759413063740,5431
659,Victim:IQ/AS 59422 (Etisall)<br> Attacker:IQ/AS 212280 (Light-Luster),212280,Not Hijacking,[object Object],92906310,1767726284990,Possible Hijack,194.39.230.0/24,7.14,low,,194.39.230.0/24,1,1767633378680,59422
660,Victim:US/AS 397563 (ADEOXTECH)<br> Attacker:US/AS 18779 (EGIHOSTING),18779,Low Possibility,[object Object],35255250,1767536103950,Possible Hijack,192.177.168.0/24,21.43,middle,397563 is Cloud|IDC|CDN or top content provider.,192.177.168.0/24,1,1767500848700,397563
661,Victim:US/AS 18731 (CITYSIDE-01)<br> Attacker:US/AS 53533 (ENTRA-3),53533,Not Hijacking,[object Object],4176747800,1768805228930,Possible Hijack,128.177.138.0/24,81.82,low,,128.177.138.0/24;128.177.138.0/24,2,1764628481130,18731
662,Victim:US/AS 39855 (MOD-EU)<br> Attacker:DE/AS 28753 (LEASEWEB-DE-FRA-10),28753,No Result,[object Object],1940610,1763979488120,Possible Hijack,45.137.119.0/24,28.07,low,,45.137.119.0/24,1,1763977547510,39855
663,Victim:US/AS 834 (IPXO)<br> Attacker:JP/AS 152868 (THX-NET),152868,No Result,[object Object],7499320,1768366304200,Possible Hijack,193.8.114.0/24,92.68,low,,193.8.114.0/24;193.8.114.0/24,2,1768358804880,834
664,Victim:GB/AS 214654 (DEADLINE)<br> Attacker:FR/AS 16276 (OVH),16276,Not done,[object Object],74041080,1761190372690,Possible Hijack,151.240.14.0/24,16.67,low,,151.240.14.0/24,1,1761116331610,214654
665,Victim:GB/AS 202364 (gridh)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],652670,1759312370900,Possible Hijack,89.213.192.0/24,53.33,low,,89.213.192.0/24,1,1759311718230,202364
666,Victim:TR/AS 211567 (Bitwise)<br> Attacker:TR/AS 205733 (AS-HOSTIFOX),205733,Low Possibility,[object Object],1026110,1759578412590,Possible Hijack,38.210.77.0/24,73.33,low,,38.210.77.0/24;38.210.79.0/24,2,1759577386480,211567
667,Victim:CH/AS 200082 (ZEPOCH-SAGL)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],3414480,1760699738640,Possible Hijack,91.221.117.0/24,91.25,low,,91.221.117.0/24,1,1760696324160,200082
668,Victim:US/AS 400909 (TRAVCHIS)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],21496900,1760021948630,Possible Hijack,185.225.170.0/23,92.31,low,,185.225.170.0/23,1,1760000451730,400909
669,Victim:GB/AS 214238 (iwihost)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,High Possibility,[object Object],149013750,1764765515380,Possible Hijack,166.1.101.0/24,88.1,low,,166.1.101.0/24;166.1.102.0/24;166.1.100.0/24;23.27.7.0/24;23.27.190.0/24;23.27.100.0/24;23.27.21.0/24;23.27.2.0/24;23.27.0.0/24,9,1764616501630,214238
670,Victim:LV/AS 210668 (spotrixlvl)<br> Attacker:US/AS 6428 (CDM),6428,High Possibility,[object Object],3575660,1767647741660,Possible Hijack,64.39.238.0/24,29.63,low,,64.39.238.0/24,1,1767644166000,210668
671,Victim:US/AS 21859 (ZEN-ECN)<br> Attacker:BD/AS 23956 (AMBERIT-BD-AS),23956,Low Possibility,[object Object],381360,1764650669730,Possible Hijack,154.93.2.0/24,13.7,middle,21859 is Cloud|IDC|CDN or top content provider.,154.93.2.0/24;154.203.3.0/24;154.13.1.0/24,3,1764650288370,21859
672,Victim:TH/AS 138156 (CSNE-NETPLAY-AS)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],35414300,1764272627270,Possible Hijack,89.213.57.0/24,93.75,middle,138156 is Cloud|IDC|CDN or top content provider.,89.213.57.0/24;89.213.57.0/24,2,1764237212970,138156
673,Victim:US/AS 16509 (AMAZON-02)<br> Attacker:US/AS 15329 (DENO),15329,Low Possibility,[object Object],100029210,1761338382440,Possible Hijack,69.67.170.0/24,7.14,middle,16509 is Cloud|IDC|CDN or top content provider.,69.67.170.0/24;69.67.170.0/24,2,1761238353230,16509
674,Victim:PT/AS 209874 (TECHTIDE)<br> Attacker:US/AS 19318 (IS-AS-1),19318,Not done,[object Object],48247850,1762266271520,Possible Hijack,89.106.73.0/24,34.52,low,,89.106.73.0/24;5.231.244.0/24;5.231.246.0/24;5.231.247.0/24;5.231.245.0/24,5,1762218023670,209874
675,Victim:US/AS 395477 (THE-HOME-TOWN-NETWORK-INC)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],3619670,1760210788280,Possible Hijack,45.194.71.0/24,79.55,low,,45.194.71.0/24,1,1760207168610,395477
676,Victim:NL/AS 60781 (LEASEWEB-NL-AMS-01)<br> Attacker:GB/AS 207461 (host-industry),207461,No Result,[object Object],18554270,1764782596150,Possible Hijack,45.130.254.0/24,94.59,middle,60781 is Cloud|IDC|CDN or top content provider.,45.130.254.0/24;45.130.127.0/24;45.86.245.0/24,3,1764764041880,60781
677,Victim:CY/AS 44559 (ITHOSTLINE)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,High Possibility,[object Object],1243280,1764617744910,Possible Hijack,136.0.65.0/24,86.59,low,,136.0.65.0/24;166.1.98.0/24;166.1.99.0/24;166.1.97.0/24;166.1.96.0/24,5,1764616501630,44559
678,Victim:US/AS 36530 (FUTURE-LAIN)<br> Attacker:ES/AS 214043 (AS-CLOUDFIRA),214043,Low Possibility,[object Object],21365750,1767644506350,Possible Hijack,192.208.14.0/24,98.08,low,,192.208.14.0/24;192.208.14.0/24,2,1767623140600,36530
679,Victim:SR/AS 263799 (Unknown)<br> Attacker:SR/AS 27775 (Unknown),27775,Not done,[object Object],1220260,1762781646800,Possible Hijack,168.195.219.0/24,15.56,middle,2 websites in the prefix.,168.195.219.0/24;168.195.218.0/24,2,1762780426540,263799
680,Victim:US/AS 834 (IPXO)<br> Attacker:NL/AS 211748 (SERVERFIX),211748,No Result,[object Object],76738800,1764652799870,Possible Hijack,91.199.166.0/24,4.44,middle,2 websites in the prefix.,91.199.166.0/24,1,1764576061070,834
681,Victim:GB/AS 212238 (CDNEXT)<br> Attacker:BR/AS 272524 (),272524,Low Possibility,[object Object],366056840,1768605892240,Possible Hijack,151.243.137.0/24,13.16,low,,151.243.137.0/24;151.243.137.0/24,2,1768239835400,212238
682,Victim:US/AS 174 (COGENT-174)<br> Attacker:PE/AS 270006 (),270006,No Result,[object Object],23782910,1768890015270,Possible Hijack,206.85.3.0/24,20.83,low,,206.85.3.0/24,1,1768866232360,174
683,Victim:DE/AS 198584 (PIO-Hosting)<br> Attacker:DE/AS 213200 (FZink),213200,No Result,[object Object],145140,1767633919230,Possible Hijack,185.124.174.0/24,57.89,low,,185.124.174.0/24,1,1767633774090,198584
684,Victim:RO/AS 9009 (M247)<br> Attacker:IN/AS 133296 (WEBWERKS-AS-IN),133296,High Possibility,[object Object],276290,1763373474270,Possible Hijack,5.157.160.0/22,20.78,low,,5.157.160.0/22,1,1763373197980,9009
685,Victim:CZ/AS 48417 (ITS-CZ)<br> Attacker:CN/AS 24429 (Taobao),24429,No Result,[object Object],4047699010,1763115583220,Possible Hijack,195.210.14.0/24,4.65,low,,195.210.14.0/24;193.169.182.0/23;195.210.14.0/24;193.169.182.0/23,4,1759067884210,48417
686,Victim:BR/AS 264409 (Huge Networks)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],741760,1763720339180,Possible Hijack,89.213.218.0/24,34.78,low,,89.213.218.0/24,1,1763719597420,264409
687,Victim:PL/AS 60713 (TARRCI-AS)<br> Attacker:NL/AS 60781 (LEASEWEB-NL-AMS-01),60781,Not Hijacking,[object Object],97123260,1761309847690,Possible Hijack,212.7.212.0/24,47.78,middle,60713 is Cloud|IDC|CDN or top content provider.,212.7.212.0/24,1,1761212724430,60713
688,Victim:RU/AS 49505 (SELECTEL)<br> Attacker:HK/AS 134548 (DXTL-HK),134548,High Possibility,[object Object],9829580,1760666150970,Possible Hijack,154.213.0.0/24,6.85,middle,49505 is Cloud|IDC|CDN or top content provider.,154.213.0.0/24,1,1760656321390,49505
689,Victim:US/AS 401152 (ADCIL-ASN-01)<br> Attacker:/AS 215474 (),215474,Not Hijacking,[object Object],106260150,1766187042610,Possible Hijack,144.31.226.0/24,5.15,low,,144.31.226.0/24;144.31.227.0/24;144.31.231.0/24,3,1766080782460,401152
690,Victim:GB/AS 215560 (HostingSelling)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],78418810,1762949710530,Possible Hijack,45.151.44.0/24,97.78,low,,45.151.44.0/24,1,1762871291720,215560
691,Victim:BR/AS 27712 (Unknown)<br> Attacker:BR/AS 272528 (Unknown),272528,Not Hijacking,[object Object],430594560,1761343611420,Possible Hijack,200.220.167.0/24,8.75,low,,200.220.167.0/24;200.220.167.0/24;200.220.167.0/24,3,1760913016860,27712
692,Victim:FR/AS 215614 (Kanade)<br> Attacker:DE/AS 28753 (LEASEWEB-DE-FRA-10),28753,Not done,[object Object],95437730,1761755522990,Possible Hijack,2a10:7f00::/29,8.93,low,,2a10:7f00::/29,1,1761660085260,215614
693,Victim:US/AS 54825 (PACKET)<br> Attacker:NL/AS 15830 (Equinix),15830,Not Hijacking,[object Object],1597650,1768843381140,Possible Hijack,147.75.96.0/23,98.53,middle,54825 is Cloud|IDC|CDN or top content provider.,147.75.96.0/23;147.75.99.0/24;147.75.193.0/24;147.75.194.0/23;147.75.196.0/22;147.75.38.0/23,6,1768841783490,54825
694,Victim:CA/AS 396993 (SORAXUS)<br> Attacker:CA/AS 212618 (XENTAIN-SOLUTIONS-INC),212618,Not done,[object Object],93903980,1760706001310,Possible Hijack,2602:f743:3e6::/48,94.87,low,,2602:f743:3e6::/48,1,1760612097330,396993
695,Victim:US/AS 33252 (BASSPRO-AS)<br> Attacker:US/AS 8030 (WORLDNET5-10),8030,Low Possibility,[object Object],972990,1760431462720,Possible Hijack,192.82.245.0/24,88.61,low,,192.82.245.0/24,1,1760430489730,33252
696,Victim:GB/AS 42831 (UKSERVERS-AS)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,No Result,[object Object],848870,1759261977890,Possible Hijack,193.23.192.0/22,98.68,middle,42831 is Cloud|IDC|CDN or top content provider.,193.23.192.0/22,1,1759261129020,42831
697,Victim:US/AS 174 (COGENT-174)<br> Attacker:/AS 210046 (AS210046),210046,Not Hijacking,[object Object],1998040,1767733384890,Possible Hijack,154.43.65.0/24,89.29,low,,154.43.65.0/24,1,1767731386850,174
698,Victim:CN/AS 58026 (JiufuNetwork)<br> Attacker:US/AS 400304 (CRUNCHBITS),400304,No Result,[object Object],184347090,1767708830860,Possible Hijack,104.167.17.0/24,3.92,middle,2 websites in the prefix.,104.167.17.0/24;104.167.17.0/24,2,1767524483770,58026
699,Victim:US/AS 7029 (WINDSTREAM)<br> Attacker:US/AS 213541 (ws-telecom-sdn),213541,Low Possibility,[object Object],1295930,1763409761170,Possible Hijack,46.3.8.0/22,87.65,low,,46.3.8.0/22,1,1763408465240,7029
700,Victim:US/AS 214025 (ORG-SDL28-RIPE)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],16314000,1764776354120,Possible Hijack,87.229.125.0/24,90.48,low,,87.229.125.0/24,1,1764760040120,214025
701,Victim:RO/AS 9009 (M247)<br> Attacker:HK/AS 153671 (LGHL-AS-AP),153671,No Result,[object Object],120120,1763108678520,Possible Hijack,154.92.124.0/24,7.25,low,,154.92.124.0/24;154.92.125.0/24;154.92.120.0/24;154.92.127.0/24;154.92.122.0/24;154.92.123.0/24;154.92.121.0/24;154.92.126.0/24,8,1763108558400,9009
702,Victim:US/AS 33642 (NLETS)<br> Attacker:US/AS 19905 (SECURITYSERVICES),19905,Not done,[object Object],1342390,1762592665000,Possible Hijack,208.75.1.0/24,59.26,middle,1 websites in the prefix.,208.75.1.0/24;208.75.2.0/24,2,1762591322610,33642
703,Victim:CA/AS 852 (ASN852)<br> Attacker:BD/AS 136555 (BKONLINE-AS-AP),136555,No Result,[object Object],372390,1764650669730,Possible Hijack,103.120.36.0/24,15.07,low,,103.120.36.0/24,1,1764650297340,852
704,Victim:US/AS 401152 (ADCIL-ASN-01)<br> Attacker:GB/AS 62240 (Clouvider),62240,High Possibility,[object Object],1310167720,1768341175940,Possible Hijack,166.1.19.0/24,4.29,low,,166.1.19.0/24;166.1.64.0/24;166.1.23.0/24;166.1.19.0/24;166.1.54.0/24;166.1.53.0/24;166.1.52.0/24;166.1.40.0/24;166.1.39.0/24;166.1.35.0/24;166.1.4.0/24;166.1.26.0/24;166.1.27.0/24;166.1.28.0/24;166.1.31.0/24;166.1.64.0/24;166.1.55.0/24;166.1.41.0/24;166.1.46.0/24;166.1.49.0/24;166.1.50.0/24;166.1.51.0/24,22,1767031008220,401152
705,Victim:GB/AS 201949 (SEEDTECHNOLOGIES)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],2305360,1762361683370,Possible Hijack,87.248.134.0/24,84.15,low,,87.248.134.0/24,1,1762359378010,201949
706,Victim:GE/AS 50053 (ANTON-LEVIN-AS)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],1441480,1765178135660,Possible Hijack,156.253.220.0/24,91.3,low,,156.253.220.0/24,1,1765176694180,50053
707,Victim:HK/AS 211484 (YSZ)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],109758240,1764754223000,Possible Hijack,192.208.11.0/24,10.14,low,,192.208.11.0/24,1,1764644464760,211484
708,Victim:RO/AS 9009 (M247)<br> Attacker:CN/AS 142111 (AIYUN-AS-AP),142111,Not done,[object Object],968660,1759745084290,Possible Hijack,62.72.171.0/24,4.21,low,,62.72.171.0/24,1,1759744115630,9009
709,Victim:GB/AS 205544 (LEASEWEB-UK-LON-11)<br> Attacker:MD/AS 209982 (peering),209982,Not done,[object Object],8485280,1759243141370,Possible Hijack,2a12:2c80::/29,86.76,middle,205544 is Cloud|IDC|CDN or top content provider.,2a12:2c80::/29,1,1759234656090,205544
710,Victim:TR/AS 210538 (KEYUBU)<br> Attacker:LV/AS 202280 (skandinetworks),202280,No Result,[object Object],8119960,1768012049720,Possible Hijack,185.240.104.0/24,98.2,low,,185.240.104.0/24,1,1768003929760,210538
711,Victim:NL/AS 51088 (A2B)<br> Attacker:NL/AS 61060 (XRCservices),61060,No Result,[object Object],47120950,1759462689960,Possible Hijack,193.5.148.0/24,86.96,low,,193.5.148.0/24,1,1759415569010,51088
712,Victim:BR/AS 271476 ()<br> Attacker:CN/AS 24429 (Taobao),24429,Low Possibility,[object Object],39695750,1759347390890,Possible Hijack,181.233.128.0/22,4.76,middle,1 websites in the prefix.,181.233.128.0/22;181.233.128.0/22,2,1759307695140,271476
713,Victim:UZ/AS 47726 (INFOBOX-AS)<br> Attacker:ID/AS 50104 (AS-PEDJOEANG-ID),50104,Not done,[object Object],8261100,1761152442740,Possible Hijack,185.65.203.0/24,90.72,middle,47726 is Cloud|IDC|CDN or top content provider.,185.65.203.0/24,1,1761144181640,47726
714,Victim:GB/AS 216324 (HYPERGROUP-NET)<br> Attacker:US/AS 14447 (INFINITRON-INTERNET-NET),14447,Not done,[object Object],61518970,1759017537270,Possible Hijack,2602:f613:20::/44,22.22,low,,2602:f613:20::/44;2602:f613:20::/44;2602:f613:20::/44;2602:f613:20::/44,4,1758956018300,216324
715,Victim:IM/AS 207092 (Vivaro)<br> Attacker:AM/AS 199062 (AS_SOFT_CONSTRUCT_CJSC),199062,Low Possibility,[object Object],49031940,1760551185330,Possible Hijack,185.193.12.0/23,10.67,low,,185.193.12.0/23,1,1760502153390,207092
716,Victim:RU/AS 207713 (GIR-AS)<br> Attacker:LV/AS 212496 (GOODTEC),212496,Low Possibility,[object Object],27360530,1763562451710,Possible Hijack,185.76.240.0/24,13.64,low,,185.76.240.0/24;185.76.241.0/24,2,1763535091180,207713
717,Victim:BR/AS 268544 (Unknown)<br> Attacker:BR/AS 269301 (Unknown),269301,Low Possibility,[object Object],2175250,1763616501470,Possible Hijack,45.162.236.0/24,86,low,,45.162.236.0/24;45.162.239.0/24;45.162.238.0/24;45.162.237.0/24,4,1763614326220,268544
718,Victim:AU/AS 1221 (ASN-TELSTRA)<br> Attacker:AU/AS 150801 (RDPL-AS-AP),150801,No Result,[object Object],576580,1763850998270,Possible Hijack,103.108.50.0/24,55.17,low,,103.108.50.0/24,1,1763850421690,1221
719,Victim:US/AS 396356 (LATITUDE-SH)<br> Attacker:GB/AS 210667 (SMISHCRAFT),210667,Low Possibility,[object Object],483550,1764628333030,Possible Hijack,64.49.14.0/24,94.81,middle,396356 is Cloud|IDC|CDN or top content provider.,64.49.14.0/24,1,1764627849480,396356
720,Victim:US/AS 396356 (LATITUDE-SH)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,Not done,[object Object],1784840,1762814525610,Possible Hijack,23.27.222.0/24,98.55,middle,396356 is Cloud|IDC|CDN or top content provider.,23.27.222.0/24,1,1762812740770,396356
721,Victim:GB/AS 50131 (SPARTANHOST)<br> Attacker:US/AS 36231 (TEMPEST-HOSTING),36231,No Result,[object Object],728303160,1763156826620,Possible Hijack,37.72.132.0/24,5.95,middle,50131 is Cloud|IDC|CDN or top content provider.,37.72.132.0/24;37.72.132.0/24;37.72.132.0/24;37.72.132.0/24;37.72.132.0/24,5,1762428523460,50131
722,Victim:HK/AS 42960 (VH-GLOBAL)<br> Attacker:/AS 205886 (),205886,Not done,[object Object],1377410,1761751415090,Possible Hijack,143.20.8.0/24,96.74,middle,42960 is Cloud|IDC|CDN or top content provider.,143.20.8.0/24,1,1761750037680,42960
723,Victim:US/AS 53850 (GORILLASERVERS)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],49266820,1763714531600,Possible Hijack,206.162.244.0/24,88.75,middle,53850 is Cloud|IDC|CDN or top content provider.,206.162.244.0/24;74.118.168.0/24,2,1763665264780,53850
724,Victim:BG/AS 49040 (KiG-Unisat-TV)<br> Attacker:BG/AS 59484 (SiS-NET),59484,Low Possibility,[object Object],941083820,1761042051290,Possible Hijack,185.242.91.0/24,6.15,low,,185.242.91.0/24;185.242.91.0/24;185.242.91.0/24,3,1760100967470,49040
725,Victim:US/AS 46087 (ASN-UDHUDOIG-01)<br> Attacker:US/AS 6224 (CENTURYLINK-MTIPS2-CHI),6224,Not Hijacking,[object Object],3056110,1761917388480,Possible Hijack,23.144.88.0/24,62.5,low,,23.144.88.0/24;23.144.88.0/24,2,1761914332370,46087
726,Victim:GB/AS 212238 (CDNEXT)<br> Attacker:US/AS 55154 (MADGEN-01),55154,No Result,[object Object],52797110,1761732635640,Possible Hijack,45.115.27.0/24,85.87,low,,45.115.27.0/24,1,1761679838530,212238
727,Victim:DE/AS 47536 (PathConnect)<br> Attacker:US/AS 20473 (AS-VULTR),20473,Not Hijacking,[object Object],42632400,1765575784300,Possible Hijack,188.116.50.0/24,3.19,low,,188.116.50.0/24;188.116.51.0/24,2,1765533151900,47536
728,Victim:US/AS 398704 (STACKSINC-BACKBONE)<br> Attacker:US/AS 46475 (LIMESTONENETWORKS),46475,Low Possibility,[object Object],45181010,1764057414110,Possible Hijack,89.34.64.0/24,92.05,low,,89.34.64.0/24,1,1764012233100,398704
729,Victim:US/AS 7029 (WINDSTREAM)<br> Attacker:US/AS 397373 (H4Y-TECHNOLOGIES),397373,Low Possibility,[object Object],68123430,1763211953080,Possible Hijack,113.20.40.0/22,97.56,low,,113.20.40.0/22,1,1763143829650,7029
730,Victim:IN/AS 147261 (VIJMAX-AS-IN)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],45884770,1761535329070,Possible Hijack,64.50.166.0/24,88.76,low,,64.50.166.0/24,1,1761489444300,147261
731,Victim:RO/AS 25198 (ZetServers)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],922940,1767807645190,Possible Hijack,45.197.21.0/24,98.94,middle,25198 is Cloud|IDC|CDN or top content provider.,45.197.21.0/24,1,1767806722250,25198
732,Victim:RU/AS 213220 (DATA-DELTA-AS)<br> Attacker:RU/AS 208397 (INFOSTROY-AS),208397,No Result,[object Object],22362790,1764926914460,Possible Hijack,212.22.82.0/24,10.96,low,,212.22.82.0/24,1,1764904551670,213220
733,Victim:RU/AS 41616 (TELESERVICE-PLUS-AS)<br> Attacker:RU/AS 58006 (Technet-AS),58006,Low Possibility,[object Object],268310610,1762079148580,Possible Hijack,91.247.155.0/24,97.47,low,,91.247.155.0/24;91.247.155.0/24;91.247.155.0/24,3,1761810837970,41616
734,Victim:US/AS 40663 (INTERNET-SPEECH-AND-PRIVACY-LLC)<br> Attacker:US/AS 210630 (INTERNET-SPEECH-AND-PRIVACY),210630,Low Possibility,[object Object],87554180,1759546865730,Possible Hijack,23.137.250.0/24,31.31,middle,3 websites in the prefix.,23.137.250.0/24,1,1759459311550,40663
735,Victim:IT/AS 214458 (ASN-PREMIERENETONETEK)<br> Attacker:LV/AS 202280 (skandinetworks),202280,High Possibility,[object Object],5763960,1768009693720,Possible Hijack,185.240.106.0/24,34.57,low,,185.240.106.0/24,1,1768003929760,214458
736,Victim:ID/AS 142354 (SUPERSPACE-AS-ID)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],2886214020,1767831637250,Possible Hijack,45.157.16.0/24,95.88,middle,5 websites in the prefix.,45.157.16.0/24;45.157.16.0/24,2,1764945423230,142354
737,Victim:PE/AS 269843 ()<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],364390,1767202291620,Possible Hijack,45.194.52.0/24,54,middle,1 websites in the prefix.,45.194.52.0/24,1,1767201927230,269843
738,Victim:US/AS 401152 (ADCIL-ASN-01)<br> Attacker:FR/AS 213382 (FLOREP),213382,Low Possibility,[object Object],2071130,1766584413010,Possible Hijack,136.0.66.0/24,99.09,low,,136.0.66.0/24,1,1766582341880,401152
739,Victim:GB/AS 214818 (WILL-WILSON)<br> Attacker:DE/AS 206075 (HOLLANDER-JACOBSEN),206075,Not done,[object Object],3261950,1765038470710,Possible Hijack,2a14:7580:eefe::/47,8.77,low,,2a14:7580:eefe::/47,1,1765035208760,214818
740,Victim:US/AS 400529 (INFRALY-LLC)<br> Attacker:GB/AS 200636 (PARAVIRT),200636,Not done,[object Object],732750,1762301719950,Possible Hijack,45.155.64.0/24,14.71,middle,400529 is Cloud|IDC|CDN or top content provider.,45.155.64.0/24,1,1762300987200,400529
